bucket	token	count	guess	guesses	reason	source	record_id	lemma	field	translation
candidate_spelling	amortecrse	1	amortecerse	amortecerse, amorteces	amortecrse -> amortecerse	2021 Wimmer	2021-wimmer:008855	zotlahua	Traducción (es)	v.t. tē-., quitarle a alguien. sus fuerzas, lo desanimen, lo hagan desmayar. / v.t. tla-., estropear una cosa. / v.refl., desmayarse, caer en debilidad. / v.i., desmayarse o amortecrse
candidate_spelling	amotada	1	anotada	anotada, agotada, azotada, acotada, amolada, amoratad	amotada -> anotada	1780 ? Bnf_361	1780-bnf-361:000105	tlatenitztilli	Traducción	amotada cosa
candidate_spelling	amotecerse	1	amortecerse	amortecerse, amortecieres	amotecerse -> amortecerse	153? Trilingüe	153-trilingue:002288	zotlahua ^	Traducción	amotecerse
candidate_spelling	amoxcarse	1	amoscarse	amoscarse, amoscares	amoxcarse -> amoscarse	1571 Molina 2	1571-molina-2:007778	ecapehuia	Traducción	amoxcarse con moxcador, o hacer aire con el, o conpaño de manos
candidate_spelling	amoyentada	1	amonestada	amonestada, amonedada	amoyentada -> amonestada	1780 ? Bnf_361	1780-bnf-361:026457	tlamoleuhtli	Traducción	amoyentada tierra
candidate_spelling	ample	1	amplíe	amplíe, ámale, ámele, Apple, apple	ample -> amplíe	1780 ? Bnf_361	1780-bnf-361:013334	nahuatequi	Traducción	abrazarse ample...
candidate_spelling	amuchos	1	muchos	muchos, a muchos	amuchos -> muchos	1571 Molina 2	1571-molina-2:017486	teachcauhhuia	Traducción	ser mejorado en manda de testamento o en lo que se reparte amuchos
candidate_spelling	amui	1	Maui	Maui	amui -> Maui	17?? Bnf_362bis	17-bnf-362bis:000171	cualcan  +	Traducción	amui buena hora, o tiempo. en muy buen lugar, oparte. es adverbio de tiempo, y lugar
candidate_spelling	anada	1	nada	nada, anda, amada, añada, Canadá, cañada	anada -> nada	1571 Molina 2	1571-molina-2:016800	atletilia	Traducción	aniquilar alguna cosa, o tornarla anada
candidate_spelling	anadie	1	nadie	nadie, añadió, añade, añadir, añadid, ánade	anadie -> nadie	1571 Molina 2	1571-molina-2:008952	ica  +	Traducción	no engañes ni burles anadie
candidate_spelling	anado	1	amado	amado, ando, añado, asado, ganado, atado	anado -> amado	1780 ? Bnf_361	1780-bnf-361:002237	tlaxiuhtequiliztica, nihualquiza	Traducción	salir anado
candidate_spelling	anana	1	anona	anona, alana, mañana, nana, araña, banana	anana -> anona	1780 Clavijero	1780-clavijero:001661	matzatli	Traducción	piña, o anana fruta conocida
candidate_spelling	anañar	1	arañar	arañar, amañar, afanar, apañar, aniñar, abañar	anañar -> arañar	17?? Bnf_362	17-bnf-362:002957	momotzoa	Traducción	rascar, es también anañar; rasguñar
candidate_spelling	ancio	1	ancho	ancho, nació, ansío, ansió, rancio, ancló	ancio -> ancho	153? Trilingüe	153-trilingue:005779	tequitl itech momati	Traducción	usar de ancio
candidate_spelling	andal	1	anda	anda, andas, andar, andan, anual, Nadal	andal -> anda	1547 Olmos_V ?	1547-olmos-v:001255	nemi	Traducción	conversar andal con otro
candidate_spelling	andalse	1	ándale	ándale, andares	andalse -> ándale	1547 Olmos_V ?	1547-olmos-v:000012	tlatitinemi	Traducción	andalse escondiendo
candidate_spelling	andario	1	andaría	andaría, anuario, andamio, andrajo	andario -> andaría	1780 Clavijero	1780-clavijero:001225	icxixouhqui	Traducción	cierta ave semejante al andario
candidate_spelling	andeando	1	andando	andando, ondeando, bandeando, pandeando, aneando, anadeando	andeando -> andando	1571 Molina 1	1571-molina-1:010343	cuecuelotiuh	Traducción	andear o andar andeando
candidate_spelling	andear	1	andar	andar, ondear, pandear, bandear, anear, anadear	andear -> andar	1571 Molina 1	1571-molina-1:010343	cuecuelotiuh	Traducción	andear o andar andeando
candidate_spelling	andáda	1	andaba	andaba, andada, andado, andad, bandada, mandada	andáda -> andaba	153? Trilingüe	153-trilingue:002958	cihuatlacpahuitectli	Traducción	antenada o andáda
candidate_spelling	aneblarse	1	anublares	anublares, anublarse	aneblarse -> anublares	1547 Olmos_V ?	1547-olmos-v:001555	popoyoti	Traducción	aneblarse el pan
candidate_spelling	aneconi	1	avecino	avecino, acecino	aneconi -> avecino	1571 Molina 2	1571-molina-2:012739	anequiliztli	Traducción	lo mismo es que aneconi
candidate_spelling	angeo	1	ángel	ángel, anglo, Angelo, anegó, aneo, anego	angeo -> ángel	1598 Tezozomoc	1598-tezozomoc:000899	ichtilmatli	Traducción	angeo
candidate_spelling	animálculo	1	animalucho	animalucho	animálculo -> animalucho	2021 Wimmer	2021-wimmer:031756	tecuitlaololo	Traducción (es)	nombre de un animálculo
candidate_spelling	anis	1	axis	axis, manis, Tanis, anisé, Fanis, anisó	anis -> axis	153? Trilingüe	153-trilingue:002376	centlamantli xinachtli	Traducción	anis o mataláhuga
candidate_spelling	annuo	1	anuo	anuo	annuo -> anuo	1780 ? Bnf_361	1780-bnf-361:010360	ixcueloa	Traducción	bajar la cabeza otorgando annuo
candidate_spelling	anoria	1	noria	noria, añora, anomia, a noria	anoria -> noria	1571 Molina 2	1571-molina-2:009066	amalacachtli	Traducción	anoria de agua
candidate_spelling	antadas	1	anotadas	anotadas, andadas, atadas, cantadas, añadas, untadas	antadas -> anotadas	1565 Sahagún Escolios	1565-sahagun-escolios:001424	tlacpahuitequini	Traducción	persona que recibe antados o antadas
candidate_spelling	antanio	1	Antonio	Antonio, antaño	antanio -> Antonio	153? Trilingüe	153-trilingue:011832	achpayaliztli	Traducción	antanio
candidate_spelling	antecendente	1	antecedente	antecedente	antecendente -> antecedente	1759 Paredes	1759-paredes:001612	ayamo huellanezyan	Traducción	todavía no claramente (pierde tlaneztan la t por la l antecendente)
candidate_spelling	antel	1	antes	antes, ante, ángel, mantel, Intel, intel	antel -> antes	1547 Olmos_V ?	1547-olmos-v:000963	ixpahuia	Traducción	acusar antel juez
candidate_spelling	antenados	1	entenados	entenados, anteados, antelados	antenados -> entenados	1565 Sahagún Escolios	1565-sahagun-escolios:001421	tlacpahuitecqui	Traducción	mujer que recibe antenados (antados)
candidate_spelling	antojarsele	1	antojares	antojares, antojársete	antojarsele -> antojares	1571 Molina 2	1571-molina-2:022603	tlaiztlaquiliztli	Traducción	antojo. s. el acto de antojarsele algo a alguno
candidate_spelling	antonomacia	1	antonomasia	antonomasia	antonomacia -> antonomasia	17?? Bnf_362	17-bnf-362:003953	tecuani	Traducción	pardo animal; al león, o fiera brava llaman así por antonomacia; bestia o fiera
candidate_spelling	antuuiado	1	antojado	antojado, anteado, antelado	antuuiado -> antojado	1571 Molina 2	1571-molina-2:015521	ocuelye	Traducción	ya antes. s. se había antuuiado. adverbio
candidate_spelling	anñino	1	andino	andino, aniño, añino, Antinoo	anñino -> andino	1765 Cortés y Zedeño	1765-cortes-y-zedeno:000659	celtic  +	Traducción	anñino, lana de cordero
candidate_spelling	aora	1	ahora	ahora, cora, hora, abra, dora, ara	aora -> ahora	17?? Bnf_362	17-bnf-362:003213	niman	Traducción	luego adv.; al presente, aora, o luego luego
candidate_spelling	aorcado	1	ahorcado	ahorcado, aporcado	aorcado -> ahorcado	1780 ? Bnf_361	1780-bnf-361:027739	tlapilolli	Traducción	aorcado (sic)
candidate_spelling	aoxeada	1	oxeada	oxeada, a oxeada	aoxeada -> oxeada	1571 Molina 2	1571-molina-2:023885	tlapeuhtli	Traducción	cosa aoxeada, o tierra cónquistada por guerra
candidate_spelling	apacado	1	apagado	apagado, atacado, aparcado, apocado, opacado, apañado	apacado -> apagado	1780 ? Bnf_361	1780-bnf-361:002594	tlayolcehuilli	Traducción	apacado
candidate_spelling	apar	1	amar	amar, par, tapar, atar, azar, asar	apar -> amar	1571 Molina 2	1571-molina-2:009900	inahuac	Traducción	apar del, o junto a el, o con el
candidate_spelling	aparde	1	aparte	aparte, alarde, aparté, aparee, apare, aparé	aparde -> aparte	1571 Molina 2	1571-molina-2:010341	itlan	Traducción	aparde el, con el, o entre algo
candidate_spelling	aparejadamente	1	apartadamente	apartadamente	aparejadamente -> apartadamente	1571 Molina 2	1571-molina-2:021369	tlacencahualiztica	Traducción	aparejadamente, o con aparejo y aderezo
candidate_spelling	apartamiénto	1	apartamento	apartamento, aparcamiento, apareamiento, apartamiento	apartamiénto -> apartamento	1571 Molina 2	1571-molina-2:013695	necahualiztli	Traducción	despedida, o apartamiénto de los que se parten a algunos lugares, o el acto de cesar de hacer alguna obra
candidate_spelling	apartandonse	1	apartándose	apartándose, apartadores	apartandonse -> apartándose	1780 ? Bnf_361	1780-bnf-361:021723	tetlalcahuiliztli	Traducción	apartamiento de otro; desacompañamiento del desamparado; desamparo de alguno; retraimiento apartandonse
candidate_spelling	apartate	1	apartare	apartare, apartase, apartaste, apartaré	apartate -> apartare	1547 Olmos_G	1547-olmos-g:000397	icuania	Traducción	apartate
candidate_spelling	apartido	1	partido	partido, apartado, apartijo, a partido	apartido -> partido	1571 Molina 2	1571-molina-2:016322	patiotia	Traducción	estar apartido, o asoldada
candidate_spelling	apasible	1	apacible	apacible	apasible -> apacible	1780 ? Bnf_361	1780-bnf-361:018854	teellelquixti	Traducción	apasible, y agradable cosa
candidate_spelling	apasiguar	1	apaciguar	apaciguar	apasiguar -> apaciguar	17?? Bnf_362	17-bnf-362:001056	yolyamania	Traducción	enternecer, esto significa también apasiguar al que está airado, y entibiar lo que está caliente
candidate_spelling	apaso	1	acaso	acaso, paso, pasó, apago, apagó, amaso	apaso -> acaso	1571 Molina 2	1571-molina-2:013935	necxitecpanaliztica	Traducción	paso apaso. adverbio
candidate_spelling	apedir	1	pedir	pedir, a pedir	apedir -> pedir	1571 Molina 2	1571-molina-2:021995	tlacxitocani	Traducción	corrector de escritura así, o el que va apedir lo que le deuen
candidate_spelling	apelmasada	1	apelmazada	apelmazada	apelmasada -> apelmazada	1580 Sahagún/Máynez	1580-sahagun-maynez:000260	tzohualli	Traducción	masa de bledos apelmasada para comerse a veces elaborada con figuras
candidate_spelling	apergada	1	apegada	apegada, aperada, aperreada	apergada -> apegada	1780 ? Bnf_361	1780-bnf-361:000339	tlateteppacholli	Traducción	cosa apergada o apretada con las manos
candidate_spelling	apergar	1	apegar	apegar, aperar, aperrear, aperara	apergar -> apegar	1780 ? Bnf_361	1780-bnf-361:021050	teppachoa	Traducción	apergar, õ apretar algo con las manos; yorensar
candidate_spelling	apetrar	1	apertura	apertura, aperar	apetrar -> apertura	1547 Olmos_V ?	1547-olmos-v:001729	tepachoa	Traducción	apedrear apetrar [apretar]
candidate_spelling	apiario	1	aviario	aviario	apiario -> aviario	2021 Wimmer	2021-wimmer:013693	cuauhneuctla	Traducción (es)	apiario, lugar lleno de colmenas
candidate_spelling	apiedra	1	piedra	piedra, apiadar, a piedra	apiedra -> piedra	1571 Molina 2	1571-molina-2:022521	tlaixpepecholli	Traducción	embarrada cosa con barro espeso, o agujero cerrado apiedra lodo
candidate_spelling	apite	1	agite	agite, ápice, pite, pité, agité, apile	apite -> agite	1780 ? Bnf_361	1780-bnf-361:011332	macuele	Traducción	[ea,] adverbio para incitar: a ello, sus compañeros, ea, ea, ea; esa apite: õ suso: adverbio
candidate_spelling	aplicatiuo	1	aplicativo	aplicativo	aplicatiuo -> aplicativo	1595 Rincón	1595-rincon:000610	tequilia	Traducción	poner algo junto al otro (aplicatiuo largo en la primera)
candidate_spelling	apoc	1	apoco	apoco, apocó, apoca	apoc -> apoco	1547 Olmos_V ?	1547-olmos-v:000647	ahuilquetza	Traducción	infamarse apoc
candidate_spelling	apocameinto	1	apocamiento	apocamiento	apocameinto -> apocamiento	1780 ? Bnf_361	1780-bnf-361:014627	netlailquetzaliztli	Traducción	apocameinto, envilecimiento
candidate_spelling	apollada	1	apoyada	apoyada, abollada, ampollada, atollada, acollada	apollada -> apoyada	1765 Cortés y Zedeño	1765-cortes-y-zedeno:004254	tlachichilli	Traducción	apollada, cosa de teta
candidate_spelling	apollas	1	ampollas	ampollas, apoyas, abollas, atollas	apollas -> ampollas	1780 ? Bnf_361	1780-bnf-361:011656	matotomoniliztli	Traducción	apollas de las manos
candidate_spelling	apollinarse	1	apolillares	apolillares	apollinarse -> apolillares	1571 Molina 1	1571-molina-1:017376	metolcualo	Traducción	apollinarse la ropa
candidate_spelling	apopyada	1	apoyada	apoyada	apopyada -> apoyada	1780 ? Bnf_361	1780-bnf-361:024500	tlacuauhtlaxillotilli	Traducción	apopyada casa
candidate_spelling	aposesionarse	1	posesionarse	posesionarse, a posesionarse	aposesionarse -> posesionarse	1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:002467	axcatia	Traducción	dar la posesión a / aposesionarse / dar posesión de / darse la posesión de / enterar y apoderar / meter en la posesión de
candidate_spelling	apospello	1	apostillo	apostillo	apospello -> apostillo	153? Trilingüe	153-trilingue:010358	tlaacapanicxinca	Traducción	apospello pelo arriba
candidate_spelling	apoyandole	1	aboyándole	aboyándole, apoyando	apoyandole -> aboyándole	17?? Bnf_362bis	17-bnf-362bis:000659	otzin	Traducción	reverencial de la interjección o. de este reverencial usa el que habla después de otro apoyandole lo que ha dicho
candidate_spelling	appariencia	1	apariencia	apariencia	appariencia -> apariencia	1629 Alarcón	1629-alarcon:001065	ochpancueyeque	Traducción	sayas de color (por la appariencia de la sangre)
candidate_spelling	appellidar	1	apellidar	apellidar	appellidar -> apellidar	1780 ? Bnf_361	1780-bnf-361:005246	yaotzatzilia	Traducción	appellidar llamar para la guerra
candidate_spelling	applanira	1	aplanara	aplanara	applanira -> aplanara	2021 Wimmer	2021-wimmer:019599	ixmana	Traducción (es)	v.refl., divulgar, difundir, ser conocido, al hablar de una cosa, dejar de ser un secreto. / v.t. tē-., mostrar, revelar a alguien. / v.t. tla-., aplanar, igualar, unir, nivelar una cosa. / impers., on applanira
candidate_spelling	applicarse	1	aplicarse	aplicarse, aplicares	applicarse -> aplicarse	1611 Arenas	1611-arenas:000359	yollotia	Traducción	applicarse a
candidate_spelling	apretandolas	1	aprestándolas	aprestándolas, apretadoras	apretandolas -> aprestándolas	1571 Molina 2	1571-molina-2:003834	yacaocuilin	Traducción	unas puntillas como demateria que sobre la punta de la nariz apretandolas parecén
candidate_spelling	apretandole	1	apretando	apretando, apretándole	apretandole -> apretando	2021 Wimmer	2021-wimmer:029862	quechmateloa	Traducción (es)	v.t. tē-., estrangular a alguien apretándole la garganta con las manos. / v.t. tē-., ahogar a otro apretandole la garganta con las manos
candidate_spelling	apretandose	1	apretando	apretando, apretados, apretadores	apretandose -> apretando	1571 Molina 2	1571-molina-2:015323	ocatihui  +	Traducción	ir mucha gente junta, apretandose, o atropellandose los unos a los otros
candidate_spelling	apretarcon	1	apretaron	apretaron	apretarcon -> apretaron	1547 Olmos_V ?	1547-olmos-v:001728	tepachoa	Traducción	apretarcon piedra
candidate_spelling	aprietandolo	1	agrietándolo	agrietándolo, apretándolo	aprietandolo -> agrietándolo	1780 ? Bnf_361	1780-bnf-361:016545	pachoa	Traducción	ayrentar, o juntar con vigo la madre a su hijo aprietandolo con los brazos
candidate_spelling	aprimera	1	primera	primera, apremia, apremiar, apremiará, apremiara, apremiaré	aprimera -> primera	17?? Bnf_362bis	17-bnf-362bis:000739	axcan  +	Traducción	significa según parece aprimera vista: *si solamente ahora; pero su significación es muy diversa, y viene a significar: lo que a uno le huviera sucedido en caso de que huviera hecho algo, y no lo hizo
candidate_spelling	aprocurar	1	procurar	procurar, apresurar, a procurar	aprocurar -> procurar	1571 Molina 2	1571-molina-2:001060	tlatotoquilia	Traducción	ser corredor, yendo aprocurar la hacienda que se debe a otro
candidate_spelling	aprocurarla	1	procurarla	procurarla, a procurarla	aprocurarla -> procurarla	1571 Molina 2	1571-molina-2:021998	tlacxitoquiliztli	Traducción	examen así, o cobranza de lo que se debe, o el ir aprocurarla deuda
candidate_spelling	aproferirlo	1	proferirlo	proferirlo, a proferirlo	aproferirlo -> proferirlo	17?? Bnf_362bis	17-bnf-362bis:000187	cuix  +	Traducción	con este adverbio sale de su empeño el que habiendo de nombrar algún nombre o verbo ne se atreve aproferirlo, o no lo sabe, o si lo trae a colación es precisamente por acomodarse con los que le dan ese nombre
candidate_spelling	aprouando	1	aproando	aproando, aprobando	aprouando -> aproando	1571 Molina 2	1571-molina-2:008430	huelcaqui	Traducción	oír algo a otro, aprouando lo que dice, o aceptando su petición, suplicación y ruego
candidate_spelling	aprouecharme	1	aprovechare	aprovechare, aprovecharme	aprouecharme -> aprovechare	1571 Molina 2	1571-molina-2:015226	notechmonequi	Traducción	aprouecharme o servirme de algo, o gastar alguna cosa en mi provecho
candidate_spelling	aprovando	1	aproando	aproando, aprobando	aprovando -> aproando	17?? Bnf_362	17-bnf-362:002038	huelcaqui	Traducción	oír consintiendo o aprovando lo que se oye; aprobar algo esto es tenerlo por bueno; aceptar cosa que se pide
candidate_spelling	aprovechamento	1	aprovechamiento	aprovechamiento	aprovechamento -> aprovechamiento	1780 ? Bnf_361	1780-bnf-361:014932	nezcaliliztli	Traducción	aprovechamento de algo
candidate_spelling	aprueua	1	aprueba	aprueba	aprueua -> aprueba	1571 Molina 2	1571-molina-2:019969	tetlahuelcaquiliani	Traducción	acceptador de petición, o de ruego, o el que condeciende con el que algo le pide, o el que oye de buena gana lo que otro dice y consiente y aprueua su dicho y parecer
candidate_spelling	aprénden	1	aprende	aprende, aprenden, aprender, aprendan, aprendes, aprended	aprénden -> aprende	1571 Molina 2	1571-molina-2:014079	nemachtilcalli	Traducción	escuela donde se enseñan y aprénden alguna facultad
candidate_spelling	apuertas	1	apuestas	apuestas, puertas, a puertas	apuertas -> apuestas	1571 Molina 2	1571-molina-2:002440	totoca	Traducción	perseguir a otro, echarle apuertas, o despedirle, o desterrarle
candidate_spelling	apóstumo	1	póstumo	póstumo, a póstumo	apóstumo -> póstumo	2021 Wimmer	2021-wimmer:028275	palancapozahualiztli	Traducción (es)	tumor, absceso, apóstumo
candidate_spelling	aquatiles	1	acuátiles	acuátiles	aquatiles -> acuátiles	17?? Bnf_362	17-bnf-362:001583	cuachichil	Traducción	pardal o gorrión que es lo mismo, con este suelen llamar también a unos patos aquatiles que ay en las lagunas
candidate_spelling	aquebrada	1	quebrada	quebrada, aquejada, aquejaría, aquejara, a quebrada	aquebrada -> quebrada	1571 Molina 2	1571-molina-2:013584	nanalca	Traducción	graznar el ánsar, ladrar o regañar y gruñir el perro o el puerco, o sonar aquebrada la campana o la olla
candidate_spelling	aquelllo	1	aquello	aquello	aquelllo -> aquello	1780 ? Bnf_361	1780-bnf-361:016114	oninonencoco	Traducción	venir en vano, no haciendo efecto aquelllo a que había venido
candidate_spelling	aquema	1	aquella	aquella, quema, aqueja, aquea, a quema	aquema -> aquella	1571 Molina 2	1571-molina-2:001880	tleiyac	Traducción	cosa que huele a fuego, o aquema
candidate_spelling	aquexado	1	aquejado	aquejado	aquexado -> aquejado	1571 Molina 1	1571-molina-1:013377	ihiyocauhqui	Traducción	aquexado así
candidate_spelling	arabar	1	grabar	grabar, trabar, alabar, arañar, araba, arabas	arabar -> grabar	1547 Olmos_V ?	1547-olmos-v:000314	yectenehua	Traducción	arabar y bendecir
candidate_spelling	arambre	1	alambre	alambre, armare, alambré, arramble	arambre -> alambre	153? Trilingüe	153-trilingue:009516	tepoztli	Traducción	arambre o cobre
candidate_spelling	aramdura	1	aradura	aradura, armadura	aramdura -> aradura	1780 ? Bnf_361	1780-bnf-361:020989	tepoztlahuiztica, neyaochichihualiztli	Traducción	aramdura de fierro
candidate_spelling	aramigo	1	amarillo	amarillo, amargo, arábigo, amargó	aramigo -> amarillo	153? Trilingüe	153-trilingue:006187	mitillatechpepechtli	Traducción	albacnia en aramigo lo restâte
candidate_spelling	aranarse	1	arañase	arañase, arañares, aruñarse	aranarse -> arañase	1547 Olmos_V ?	1547-olmos-v:001010	ixtoxomi	Traducción	rascunarse o aranarse
candidate_spelling	arbo	1	arco	arco, abro, armo, aro, arto, ardo	arbo -> arco	1611 Arenas	1611-arenas:000642	cuahuitl	Traducción	arbo
candidate_spelling	arcabucos	1	arcabuces	arcabuces	arcabucos -> arcabuces	1629 Alarcón	1629-alarcon:000523	cuahuitl  +	Traducción	entre piedras y arcabucos
candidate_spelling	arcabuzero	1	arcabucero	arcabucero	arcabuzero -> arcabucero	2021 Wimmer	2021-wimmer:002978	tlequiquiztlazqui	Traducción (es)	artillería, arcabucero. / artillero o arcabuzero
candidate_spelling	arcotoral	1	acotaron	acotaron	arcotoral -> acotaron	1571 Molina 2	1571-molina-2:008844	huitoliuhcatontli	Traducción	puente, o arcotoral pequeño decalicánto
candidate_spelling	arebanar	1	rebanar	rebanar, rebañar, arenaba, arenaban, arenaran, arenara	arebanar -> rebanar	1547 Olmos_V ?	1547-olmos-v:001360	ololoa	Traducción	coger o arebanar
candidate_spelling	areciar	1	apreciar	apreciar, arreciar, preciar	areciar -> apreciar	1780 ? Bnf_361	1780-bnf-361:002766	caxahua in nococoliz	Traducción	areciar, o convalecer de la enfermedad
candidate_spelling	aredondear	1	redondear	redondear, a redondear	aredondear -> redondear	1547 Olmos_V ?	1547-olmos-v:001648	tehuilacachoa	Traducción	aredondear
candidate_spelling	arendar	1	arrendar	arrendar, arengar, arenar, prendar	arendar -> arrendar	1780 ? Bnf_361	1780-bnf-361:026605	tlanananquilia	Traducción	arendar, o contrahacer a otro, o tomar persona en farsa
candidate_spelling	arentar	1	atentar	atentar, alentar, asentar, rentar, aventar, arengar	arentar -> atentar	1565 Sahagún Escolios	1565-sahagun-escolios:000070	tlayehecalhuia	Traducción	imitar. o remedar. o arentar
candidate_spelling	arevido	1	atrevido	atrevido, arrecido	arevido -> atrevido	1780 ? Bnf_361	1780-bnf-361:012958	motlapaloani	Traducción	osado; arevido
candidate_spelling	argémone	1	agremien	agremien	argémone -> agremien	2021 Wimmer	2021-wimmer:009753	chicalotl	Traducción (es)	botánico, argémone
candidate_spelling	ariciar	1	arcillar	arcillar	ariciar -> arcillar	1780 ? Bnf_361	1780-bnf-361:009007	icihuitia	Traducción	agrifar a otro, ariciar, dar prisa, o apresurarla
candidate_spelling	armaduta	1	armadura	armadura	armaduta -> armadura	1571 Molina 1	1571-molina-1:034367	tlamazamecahuiliztli	Traducción	armaduta tal
candidate_spelling	arojada	1	alojada	alojada, arrojada, aromada, atrojada, aojada	arojada -> alojada	1780 ? Bnf_361	1780-bnf-361:000212	tlatepeuhtli	Traducción	arojada cosa de algo
candidate_spelling	arollar	1	arrollar	arrollar, abollar, arroyar, atollar, acollar	arollar -> arrollar	1571 Molina 2	1571-molina-2:006215	cochteca	Traducción	arollar, o adormecer al niño
candidate_spelling	arrabañar	1	arrebatar	arrebatar, arribara, arrabalera, arrasara, arrobara	arrabañar -> arrebatar	1780 ? Bnf_361	1780-bnf-361:015912	ololoa	Traducción	arrabañar; rebañar; allegar; amontonar; ayuntar; devanear haciendo ovillo; o coger algo de cosas esparcidas
candidate_spelling	arrastradores	1	arrastraderos	arrastraderos	arrastradores -> arrastraderos	1571 Molina 2	1571-molina-2:022245	tlahuilanque	Traducción	arrastradores de madera o de piedras grandes
candidate_spelling	arrastrandolo	1	arrastrando	arrastrando, arrastrándolo	arrastrandolo -> arrastrando	1571 Molina 2	1571-molina-2:008806	huilantiquixtia	Traducción	echar, o sacar a otro de casa a émpuxones, o arrastrandolo
candidate_spelling	arraygar	1	arraigar	arraigar	arraygar -> arraigar	17?? Bnf_362	17-bnf-362:003089	nelhuayotia	Traducción	arraygar, o criar raices; arraigarse algo
candidate_spelling	arrazada	1	arrasada	arrasada, abrazada, arracada, agrazada	arrazada -> arrasada	1780 ? Bnf_361	1780-bnf-361:025430	tlaixmantli	Traducción	arrazada medida de trigo, maíz o cosa semejante
candidate_spelling	arrebadamente	1	arrobadamente	arrobadamente	arrebadamente -> arrobadamente	153? Trilingüe	153-trilingue:008296	quiztiquiza ^	Traducción	salir arrebadamente
candidate_spelling	arrebatadamte	1	arrebatadamente	arrebatadamente	arrebatadamte -> arrebatadamente	1780 ? Bnf_361	1780-bnf-361:018019	quiztihuetzi	Traducción	salir corriendo; salir arrebatadamte
candidate_spelling	arrecio	1	aprecio	aprecio, arreció, arrecia, apreció, arrecie, arrecí	arrecio -> aprecio	1780 ? Bnf_361	1780-bnf-361:021232	tetechmopiloa	Traducción	arrecio en hablar, o importuno y moledor
candidate_spelling	arregozado	1	arregazado	arregazado, arrebozado	arregozado -> arregazado	1780 ? Bnf_361	1780-bnf-361:012900	motilmaololo	Traducción	arregozado, arropado, vestido el varón
candidate_spelling	arremeteter	1	arremeter	arremeter, arremetiere, arremetedor	arremeteter -> arremeter	1571 Molina 2	1571-molina-2:007886	ehualiztli  +	Traducción	empalagamiento. s. el acto de empalagar y dar en rostro la comida al enfermo poniéndole asco, o el acto de apechugar y arremeteter uno contra otro, o de desacatar a alguno
candidate_spelling	arrempujo	1	arrebujo	arrebujo	arrempujo -> arrebujo	1692 Guerra	1692-guerra:000063	topehua	Traducción	yo arrempujo
candidate_spelling	arremángarse	1	arremangase	arremangase, arremangares	arremángarse -> arremangase	1571 Molina 2	1571-molina-2:007439	cueololoa	Traducción	arremángarse la mujer, alzando las faldillas, o las naguas
candidate_spelling	arrepéntirse	1	arrepintiese	arrepintiese, arrepintieres	arrepéntirse -> arrepintiese	1571 Molina 2	1571-molina-2:007994	elleltia	Traducción	arrepéntirse o pesarle de lo que hizo, o refrenarse, e irse a la mano
candidate_spelling	arrexaque	1	arrejaque	arrejaque, arrejaqué	arrexaque -> arrejaque	153? Trilingüe	153-trilingue:006159	tepozminacachalli	Traducción	arrexaque de hierro
candidate_spelling	arrimandose	1	arrimados	arrimados, arrimando	arrimandose -> arrimados	1571 Molina 2	1571-molina-2:014732	netoctiliztli	Traducción	el acto de ampararse o guarecerse detrás de algo, o arrimandose a la pared. etc.
candidate_spelling	arrobañada	1	arrebatada	arrebatada, arrobada, arrobadas	arrobañada -> arrebatada	1780 ? Bnf_361	1780-bnf-361:027228	tlaololli	Traducción	arrobañada cosa, o juntada, recogida juntamente sin orden
candidate_spelling	arrojarmiento	1	arrobamiento	arrobamiento, arropamiento	arrojarmiento -> arrobamiento	1780 ? Bnf_361	1780-bnf-361:018152	teahuictlazaliztli	Traducción	arrojarmiento, empujando a alguno de acá para allá
candidate_spelling	arrolada	1	arropada	arropada, arrojada, arrollada, arrobada, arbolada, arroyada	arrolada -> arropada	1780 ? Bnf_361	1780-bnf-361:025243	tlailacatzolli	Traducción	arrolada cosa de manta estera papel o cosa semejante
candidate_spelling	arronjo	1	arrojo	arrojo, arrojó	arronjo -> arrojo	1571 Molina 2	1571-molina-2:009556	ihuicpahualmocuepa	Traducción	de resurtida dar golpeloque se arronjo
candidate_spelling	arropameinto	1	arropamiento	arropamiento	arropameinto -> arropamiento	1780 ? Bnf_361	1780-bnf-361:014367	neolololiztli	Traducción	abrigo, arropameinto
candidate_spelling	arrugaderas	1	arrugadas	arrugadas, arrugaras, arrugares, arrugareis, arrulladoras	arrugaderas -> arrugadas	1780 ? Bnf_361	1780-bnf-361:006418	zayoquin atolli	Traducción	viejo arrugado, que le cuelgan las arrugaderas como gualdrapas
candidate_spelling	artarse	1	jartarse	jartarse, hartares	artarse -> jartarse	1780 ? Bnf_361	1780-bnf-361:016534	pachihui	Traducción	satisfacerse, o artarse
candidate_spelling	artbol	1	árbol	árbol	artbol -> árbol	1780 ? Bnf_361	1780-bnf-361:026345	tlamayectiliztli	Traducción	desmochadura de artbol
candidate_spelling	artificada	1	ratificada	ratificada	artificada -> ratificada	1595 Rincón	1595-rincon:000678	tlamachtli	Traducción	cosa artificada
candidate_spelling	artilero	1	artillero	artillero	artilero -> artillero	1571 Molina 2	1571-molina-2:008909	ic  +	Traducción	mecha de artilero, o de arcabucero
